job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI00269,Data Analyst,60019,GBP,EN,CT,United Kingdom,S,United Kingdom,100,"Java, Kubernetes, Tableau",PhD,1,Government,11/03/2024,31/03/2024,618,5.2,Cognitive Computing
AI00270,ML Ops Engineer,76875,USD,EN,PT,United States,M,Switzerland,0,"Docker, Hadoop, PyTorch, Python, Java",Bachelor,0,Transportation,15/04/2024,17/06/2024,1637,8.3,Algorithmic Solutions
AI00271,Deep Learning Engineer,64400,USD,EN,CT,Australia,L,Australia,0,"AWS, R, Python",Bachelor,1,Transportation,20/10/2024,19/12/2024,1385,8.7,AI Innovations
AI00272,Autonomous Systems Engineer,68857,USD,MI,CT,Japan,M,Japan,0,"MLOps, Data Visualization, Deep Learning, Python",Master,3,Government,27/01/2025,23/03/2025,2300,10,Quantum Computing Inc
AI00273,Computer Vision Engineer,97840,USD,SE,PT,Ireland,M,Switzerland,100,"R, Linux, AWS",Bachelor,7,Technology,06/06/2024,21/07/2024,1713,7.7,Future Systems
AI00274,Machine Learning Engineer,168619,USD,EX,FT,Sweden,L,China,100,"Azure, Git, SQL, NLP, Docker",Bachelor,18,Automotive,04/07/2024,01/08/2024,2429,7.3,Predictive Systems
AI00275,Machine Learning Researcher,118132,GBP,SE,FL,United Kingdom,M,United Kingdom,100,"Git, NLP, MLOps",Associate,8,Education,17/12/2024,30/01/2025,2489,8.9,Cloud AI Solutions
AI00276,Principal Data Scientist,81112,USD,SE,FL,India,S,Canada,100,"Java, Git, Data Visualization, SQL, Kubernetes",PhD,7,Consulting,03/03/2025,29/04/2025,655,7.5,Digital Transformation LLC
AI00277,Head of AI,111502,GBP,MI,FL,United Kingdom,M,United Kingdom,0,"Git, Java, MLOps",Master,4,Energy,31/08/2024,27/10/2024,1184,7.7,Predictive Systems
AI00278,NLP Engineer,151610,USD,SE,PT,United States,L,United States,100,"TensorFlow, Kubernetes, Git, Computer Vision, Statistics",Associate,5,Retail,03/04/2025,22/05/2025,686,5.3,Cloud AI Solutions
AI00279,Machine Learning Engineer,95128,USD,SE,FL,Austria,L,Austria,100,"Linux, Statistics, MLOps, Computer Vision, Deep Learning",Bachelor,7,Government,15/12/2024,02/01/2025,1905,9.8,Future Systems
AI00280,Machine Learning Engineer,136733,GBP,SE,FL,United Kingdom,S,United Kingdom,0,"Tableau, GCP, SQL, MLOps",PhD,8,Gaming,21/03/2025,18/05/2025,1291,8.8,Smart Analytics
AI00281,ML Ops Engineer,69822,USD,MI,FL,China,S,United Kingdom,50,"GCP, R, Python, Kubernetes",Bachelor,3,Finance,26/06/2024,04/08/2024,1558,8.9,Quantum Computing Inc
AI00282,Machine Learning Researcher,88380,USD,EN,PT,Switzerland,L,Switzerland,50,"Azure, Python, Data Visualization",Bachelor,0,Automotive,18/04/2025,08/05/2025,1196,5.3,Neural Networks Co
AI00283,NLP Engineer,199482,EUR,EX,PT,France,S,France,50,"PyTorch, Scala, NLP, GCP",Bachelor,18,Transportation,17/02/2025,30/04/2025,1230,5,TechCorp Inc
AI00284,Deep Learning Engineer,56268,USD,MI,FT,Austria,S,Austria,50,"Java, Hadoop, Deep Learning, TensorFlow",Bachelor,4,Automotive,08/03/2025,03/04/2025,1777,6.8,TechCorp Inc
AI00285,Data Engineer,142301,EUR,EX,PT,France,M,France,50,"Deep Learning, Statistics, Docker",Master,12,Telecommunications,14/03/2024,18/05/2024,972,9.9,Future Systems
AI00286,NLP Engineer,178371,USD,EX,CT,India,M,India,0,"Spark, Python, Tableau",Associate,15,Energy,08/04/2025,20/06/2025,1723,5.2,DeepTech Ventures
AI00287,Computer Vision Engineer,157412,USD,EX,CT,Israel,S,Israel,50,"Tableau, SQL, MLOps, PyTorch",Associate,12,Government,27/06/2024,05/09/2024,900,5.4,Cognitive Computing
AI00288,AI Software Engineer,250562,USD,EX,CT,Switzerland,S,Switzerland,0,"Docker, TensorFlow, Hadoop, Git, Scala",Associate,12,Government,07/02/2025,06/03/2025,2407,7.7,Cognitive Computing
AI00289,Data Engineer,167401,USD,EX,FT,Ireland,M,Canada,50,"Tableau, AWS, NLP, Scala",Bachelor,14,Manufacturing,25/12/2024,01/02/2025,1124,8.5,AI Innovations
AI00290,Computer Vision Engineer,85328,EUR,EN,CT,Germany,L,Denmark,0,"Git, SQL, Spark, MLOps",Bachelor,0,Consulting,25/10/2024,28/11/2024,1225,6,Smart Analytics
AI00291,AI Consultant,94160,USD,SE,FT,Ireland,S,South Korea,100,"Tableau, Linux, SQL, Spark, GCP",Associate,5,Automotive,05/04/2025,21/05/2025,1064,5.3,Future Systems
AI00292,NLP Engineer,147732,USD,EX,PT,Japan,M,Japan,100,"Hadoop, SQL, Computer Vision",Master,17,Gaming,01/06/2024,17/07/2024,823,7.4,Neural Networks Co
AI00293,Autonomous Systems Engineer,50749,USD,EN,FL,Canada,S,Canada,50,"SQL, MLOps, Data Visualization, Scala, Git",Master,0,Government,28/04/2024,03/06/2024,2177,7.1,Predictive Systems
AI00294,AI Consultant,222223,EUR,EX,PT,Netherlands,M,Netherlands,0,"Data Visualization, Hadoop, Scala, AWS",PhD,19,Retail,27/04/2024,28/06/2024,2274,7.9,Predictive Systems
AI00295,Data Analyst,47958,USD,EN,PT,Finland,L,Finland,50,"Mathematics, Scala, MLOps, SQL",Bachelor,0,Gaming,03/02/2025,26/03/2025,1951,6.4,Advanced Robotics
AI00296,Data Scientist,52877,USD,EN,FL,Israel,L,Israel,50,"R, SQL, Scala",PhD,1,Retail,22/08/2024,11/09/2024,2471,5.3,Future Systems
AI00297,AI Research Scientist,138782,USD,EX,CT,Finland,M,Finland,0,"Git, AWS, PyTorch",Bachelor,19,Finance,08/02/2025,11/04/2025,1137,6.3,DeepTech Ventures
AI00298,AI Specialist,66150,USD,SE,FT,Ireland,S,Ireland,100,"Computer Vision, SQL, Java, GCP",Master,5,Finance,03/03/2025,30/04/2025,819,6.4,TechCorp Inc
AI00299,Principal Data Scientist,178470,USD,EX,FT,Australia,L,Singapore,100,"Python, TensorFlow, Git, PyTorch, MLOps",PhD,18,Energy,16/02/2024,23/03/2024,1577,7.8,Quantum Computing Inc
AI00300,Deep Learning Engineer,62936,USD,MI,PT,China,M,Canada,100,"AWS, SQL, Azure",Bachelor,3,Technology,09/10/2024,23/11/2024,1626,9.3,AI Innovations
AI00301,Machine Learning Engineer,159003,USD,EX,FT,Japan,S,Japan,50,"Mathematics, R, MLOps",PhD,11,Real Estate,05/02/2024,31/03/2024,1743,7.7,Predictive Systems
AI00302,Computer Vision Engineer,98694,USD,EX,CT,China,M,China,50,"R, Python, Azure, Java",Master,15,Education,17/05/2024,22/07/2024,957,7.4,Predictive Systems
AI00303,Data Engineer,50471,USD,EN,FT,China,S,China,100,"Kubernetes, Scala, Data Visualization",Bachelor,1,Energy,19/01/2025,26/02/2025,2465,9.1,DataVision Ltd
AI00304,AI Software Engineer,104460,USD,MI,FL,Sweden,M,Netherlands,0,"Deep Learning, Kubernetes, SQL",Bachelor,3,Transportation,30/03/2025,03/05/2025,1126,6.6,Predictive Systems
AI00305,Research Scientist,63711,USD,EN,PT,Australia,M,India,0,"Kubernetes, Scala, PyTorch, AWS, Docker",Master,0,Healthcare,11/08/2024,21/09/2024,540,7.5,Future Systems
AI00306,Data Analyst,64384,USD,EN,PT,Australia,L,Finland,0,"Python, Kubernetes, Scala, Linux",PhD,0,Consulting,23/02/2024,31/03/2024,887,6.3,Smart Analytics
AI00307,AI Architect,223296,USD,SE,FL,Denmark,L,Australia,0,"Git, Python, Scala, AWS",Master,5,Healthcare,30/04/2025,26/05/2025,2342,9.2,Neural Networks Co
AI00308,Autonomous Systems Engineer,73372,USD,SE,PT,Finland,M,Finland,50,"Hadoop, GCP, MLOps, Statistics",PhD,9,Real Estate,22/02/2024,20/04/2024,2398,8.1,Advanced Robotics
AI00309,Machine Learning Researcher,92458,EUR,MI,FT,France,M,France,50,"Hadoop, Python, Kubernetes",Associate,3,Manufacturing,05/05/2024,04/06/2024,1146,8.1,Digital Transformation LLC
AI00310,AI Product Manager,80483,USD,MI,PT,Finland,L,Finland,50,"Git, Python, TensorFlow, SQL",Bachelor,2,Government,02/03/2025,25/03/2025,2022,8.8,Algorithmic Solutions
AI00311,Machine Learning Researcher,71730,USD,MI,FT,China,L,Germany,100,"Linux, GCP, Statistics, NLP, Azure",PhD,2,Technology,27/04/2024,28/05/2024,1083,9.5,DeepTech Ventures
AI00312,Machine Learning Researcher,186565,USD,EX,PT,Norway,S,Israel,0,"R, Git, Computer Vision",Master,19,Retail,23/04/2025,20/06/2025,1343,6.6,Cognitive Computing
AI00313,Robotics Engineer,114225,USD,SE,PT,Finland,L,Finland,50,"Linux, SQL, PyTorch, NLP, Git",Master,9,Consulting,06/06/2024,23/06/2024,729,8.4,Cloud AI Solutions
AI00314,AI Software Engineer,160286,USD,EX,FT,Canada,S,South Korea,0,"SQL, Computer Vision, Linux, Data Visualization, Git",PhD,19,Retail,14/03/2025,24/04/2025,1451,8.9,TechCorp Inc
AI00315,Head of AI,60957,USD,MI,CT,Ireland,L,Ireland,100,"Python, Spark, TensorFlow",PhD,4,Real Estate,24/03/2024,21/05/2024,798,7.8,Future Systems
AI00316,Autonomous Systems Engineer,90148,USD,MI,FL,Canada,M,Canada,50,"Java, MLOps, TensorFlow",PhD,4,Real Estate,11/04/2025,07/06/2025,2220,9,Smart Analytics
AI00317,Data Analyst,105723,USD,SE,CT,Sweden,M,India,50,"NLP, SQL, Python",Bachelor,5,Education,09/12/2024,02/01/2025,744,6.7,TechCorp Inc
AI00318,Data Scientist,388754,USD,EX,CT,Switzerland,L,United States,0,"Docker, Python, Mathematics",Master,16,Transportation,20/06/2024,11/08/2024,829,8.6,DeepTech Ventures
AI00319,AI Consultant,45129,USD,EN,CT,China,M,China,50,"Kubernetes, Mathematics, Git, PyTorch",Master,1,Technology,18/02/2025,26/03/2025,550,9.5,Cloud AI Solutions
AI00320,Data Engineer,68001,EUR,MI,FT,France,M,France,100,"Python, TensorFlow, Tableau, Linux, Java",Master,2,Technology,24/02/2024,22/04/2024,1983,6.2,Neural Networks Co
AI00321,Robotics Engineer,51736,USD,EN,FT,Japan,M,India,50,"Spark, Data Visualization, SQL, TensorFlow, GCP",Master,0,Government,09/03/2024,02/05/2024,566,7.3,TechCorp Inc
AI00322,Data Scientist,112035,USD,SE,CT,Canada,L,Canada,50,"Python, Mathematics, Deep Learning, TensorFlow, AWS",Associate,8,Consulting,01/08/2024,31/08/2024,1524,6.6,DataVision Ltd
AI00323,Data Engineer,55619,EUR,EN,CT,France,S,France,100,"Linux, R, Scala",PhD,1,Gaming,22/01/2024,05/02/2024,716,9.9,Cognitive Computing
AI00324,AI Research Scientist,56796,USD,EN,PT,Ireland,M,Ireland,50,"Python, TensorFlow, Tableau",Associate,1,Gaming,11/03/2024,08/05/2024,821,9.4,Cognitive Computing
AI00325,Robotics Engineer,61808,USD,EN,CT,Sweden,L,Sweden,0,"SQL, PyTorch, Azure",Master,0,Healthcare,26/03/2024,19/05/2024,786,5.4,TechCorp Inc
AI00326,AI Consultant,78751,USD,MI,CT,Singapore,M,Netherlands,100,"PyTorch, SQL, Java, Git",Master,3,Gaming,07/04/2025,20/05/2025,893,7.7,TechCorp Inc
AI00327,AI Architect,238449,USD,EX,PT,United States,M,United States,50,"Scala, Linux, Docker, Git",Associate,15,Gaming,15/01/2025,21/02/2025,1595,5.3,Cloud AI Solutions
AI00328,AI Research Scientist,81908,USD,EN,FL,Australia,L,Australia,100,"Mathematics, PyTorch, Azure",Associate,0,Consulting,04/04/2025,03/05/2025,1599,5.7,Predictive Systems
AI00329,Machine Learning Engineer,79556,USD,SE,CT,India,M,India,100,"Scala, Linux, Python",Master,7,Consulting,29/12/2024,19/02/2025,1131,8.7,DataVision Ltd
AI00330,NLP Engineer,70609,USD,EN,CT,Canada,M,Denmark,100,"Data Visualization, PyTorch, SQL, Computer Vision, GCP",Bachelor,1,Healthcare,06/03/2025,11/04/2025,1118,8.7,Digital Transformation LLC
AI00331,Principal Data Scientist,100354,GBP,MI,PT,United Kingdom,S,Switzerland,100,"Deep Learning, SQL, Data Visualization, NLP, Tableau",Master,2,Government,15/04/2024,22/05/2024,2134,9,Autonomous Tech
AI00332,NLP Engineer,62606,USD,MI,CT,Canada,S,Canada,100,"Kubernetes, Java, Computer Vision",Master,3,Technology,24/08/2024,27/09/2024,832,9.6,AI Innovations
AI00333,NLP Engineer,44279,USD,EN,CT,Israel,S,Austria,0,"Tableau, Linux, Java, Kubernetes, Computer Vision",PhD,1,Technology,02/05/2024,13/07/2024,539,5,Algorithmic Solutions
AI00334,Research Scientist,36995,USD,EN,FL,Finland,S,Finland,0,"Statistics, Git, Data Visualization",Bachelor,0,Technology,26/02/2025,21/04/2025,1309,8.6,Future Systems
AI00335,Principal Data Scientist,193149,EUR,EX,CT,Germany,L,Germany,50,"PyTorch, SQL, AWS, Spark",Associate,15,Consulting,27/07/2024,16/09/2024,1792,9.6,Autonomous Tech
AI00336,Data Scientist,88722,USD,MI,PT,Sweden,S,Sweden,100,"R, Kubernetes, TensorFlow, Data Visualization",PhD,3,Government,19/11/2024,17/01/2025,2330,8.2,Digital Transformation LLC
AI00337,Data Scientist,145098,EUR,SE,PT,Netherlands,L,Netherlands,100,"TensorFlow, AWS, Git, Azure",Master,8,Gaming,24/08/2024,11/10/2024,1349,6,Predictive Systems
AI00338,AI Consultant,83381,USD,MI,PT,Singapore,S,Switzerland,0,"Mathematics, Git, Linux",Master,3,Energy,19/10/2024,29/11/2024,2296,5.2,Advanced Robotics
AI00339,Autonomous Systems Engineer,46591,USD,EN,FT,Japan,M,Japan,100,"Python, Data Visualization, Azure",Master,1,Real Estate,19/08/2024,15/10/2024,690,6.4,Digital Transformation LLC
AI00340,Data Scientist,99604,USD,EX,PT,Japan,S,Japan,50,"PyTorch, Mathematics, Linux",Master,11,Education,04/01/2024,24/02/2024,849,5,Smart Analytics
AI00341,AI Research Scientist,262339,USD,EX,FL,Norway,L,Norway,0,"Spark, Statistics, Tableau, Deep Learning",Associate,12,Energy,09/08/2024,17/09/2024,1881,5.4,Future Systems
AI00342,Machine Learning Researcher,58899,USD,EN,FL,Singapore,S,Canada,50,"Kubernetes, AWS, NLP, Git",Master,1,Consulting,18/01/2025,11/03/2025,1802,8.3,Cognitive Computing
AI00343,Research Scientist,109939,USD,MI,FL,Denmark,M,Denmark,100,"SQL, Tableau, PyTorch, NLP, GCP",PhD,4,Transportation,31/07/2024,26/09/2024,2145,9.4,DataVision Ltd
AI00344,NLP Engineer,32587,USD,EN,FL,Israel,S,United Kingdom,100,"Scala, Docker, Data Visualization",Bachelor,0,Real Estate,06/04/2025,06/05/2025,1031,8.4,Cognitive Computing
AI00345,Robotics Engineer,102069,USD,MI,PT,Norway,M,Norway,50,"Scala, Python, GCP, AWS",Associate,2,Healthcare,19/10/2024,26/11/2024,887,7.4,Algorithmic Solutions
AI00346,AI Specialist,153376,USD,EX,FL,Finland,S,Finland,0,"Tableau, Azure, AWS, Data Visualization",Master,12,Education,12/08/2024,07/10/2024,1254,8,Neural Networks Co
AI00347,Autonomous Systems Engineer,92574,USD,EN,PT,Switzerland,M,Switzerland,50,"SQL, Mathematics, Linux, Scala, Hadoop",PhD,1,Education,06/10/2024,26/11/2024,1951,5.2,Digital Transformation LLC
AI00348,ML Ops Engineer,92858,USD,SE,FL,Australia,S,Australia,50,"Docker, AWS, Computer Vision, MLOps",Associate,6,Manufacturing,16/12/2024,29/01/2025,1124,8.9,Smart Analytics
AI00349,Data Scientist,84172,EUR,EN,FT,Germany,L,Israel,0,"Docker, Git, Data Visualization",Bachelor,1,Manufacturing,13/08/2024,22/10/2024,2213,6.3,Cognitive Computing
AI00350,AI Consultant,66601,USD,SE,CT,Japan,S,Japan,100,"GCP, Linux, R, Scala",Master,5,Technology,23/06/2024,12/08/2024,809,8.5,Cloud AI Solutions
AI00351,Data Scientist,99818,USD,SE,PT,South Korea,L,South Korea,100,"AWS, Spark, Mathematics",Master,6,Telecommunications,03/07/2024,17/08/2024,1210,9.7,Machine Intelligence Group
AI00352,Deep Learning Engineer,96240,USD,SE,CT,China,L,Japan,100,"GCP, Java, PyTorch, Mathematics, Computer Vision",Bachelor,8,Technology,21/03/2025,10/05/2025,1105,5.2,Cognitive Computing
AI00353,AI Software Engineer,72389,EUR,MI,FT,Germany,M,Germany,100,"Deep Learning, Computer Vision, Tableau, PyTorch",Bachelor,2,Gaming,06/05/2024,29/05/2024,2438,6.7,Neural Networks Co
AI00354,Head of AI,118570,USD,SE,FL,Ireland,L,Austria,0,"Python, Hadoop, Azure, Computer Vision",Associate,8,Healthcare,15/01/2025,08/02/2025,2479,8.9,Smart Analytics
AI00355,NLP Engineer,56276,USD,MI,FL,Austria,M,China,0,"Python, TensorFlow, Linux",PhD,3,Telecommunications,20/10/2024,15/12/2024,2408,9.1,Machine Intelligence Group
AI00356,AI Architect,93369,USD,EX,CT,Ireland,S,Ireland,0,"Azure, NLP, Scala",Bachelor,13,Manufacturing,22/06/2024,15/08/2024,658,8.8,Digital Transformation LLC
AI00357,Data Analyst,115634,USD,SE,FL,South Korea,L,India,50,"Linux, Hadoop, Spark, Azure",Master,9,Retail,12/01/2025,17/02/2025,639,8.7,Digital Transformation LLC
AI00358,Machine Learning Engineer,215782,USD,EX,FL,Switzerland,M,Switzerland,50,"Tableau, SQL, Linux",PhD,13,Gaming,22/06/2024,18/08/2024,1841,7.8,DataVision Ltd
AI00359,AI Specialist,110858,USD,MI,FL,Denmark,L,Denmark,50,"Git, Hadoop, PyTorch, Java",Master,4,Energy,08/01/2024,31/01/2024,1052,5.3,DataVision Ltd
AI00360,Autonomous Systems Engineer,77926,USD,EN,PT,Australia,M,Sweden,0,"Kubernetes, Data Visualization, Computer Vision, SQL",PhD,1,Transportation,28/07/2024,12/08/2024,1269,7,Digital Transformation LLC
AI00361,AI Product Manager,115976,USD,EX,CT,Austria,S,Austria,100,"Statistics, GCP, SQL",Master,12,Energy,15/01/2024,23/02/2024,1437,8.8,DeepTech Ventures
AI00362,Principal Data Scientist,71134,EUR,EN,CT,France,L,France,50,"TensorFlow, Data Visualization, Kubernetes, Linux",Master,1,Manufacturing,10/01/2025,11/02/2025,1395,9.2,AI Innovations
AI00363,Computer Vision Engineer,63231,EUR,EN,PT,Germany,L,Germany,50,"Statistics, Spark, Data Visualization, Git",Bachelor,1,Real Estate,12/12/2024,21/02/2025,1631,6.8,Smart Analytics
AI00364,AI Consultant,96419,USD,MI,CT,Norway,S,United States,0,"Docker, Scala, AWS",PhD,3,Manufacturing,12/01/2025,09/02/2025,1515,6.5,TechCorp Inc
AI00365,Data Analyst,221235,GBP,EX,FT,United Kingdom,M,Australia,0,"Kubernetes, Docker, Tableau, Python, Spark",Associate,13,Media,14/04/2024,02/05/2024,2121,7.6,Predictive Systems
AI00366,AI Specialist,213785,USD,EX,FT,Canada,M,Canada,100,"SQL, Git, Java, Docker",Master,13,Energy,29/01/2024,13/03/2024,1813,9.5,Autonomous Tech
AI00367,AI Software Engineer,59378,USD,EN,PT,Austria,L,Japan,100,"Linux, Scala, PyTorch, Hadoop",PhD,0,Real Estate,02/06/2024,14/08/2024,749,5.7,Digital Transformation LLC
AI00368,AI Architect,61374,USD,EN,CT,Norway,S,Denmark,50,"MLOps, Java, Linux",Associate,1,Consulting,18/03/2024,15/05/2024,509,6.6,DeepTech Ventures
AI00369,Machine Learning Researcher,77579,USD,EN,FL,Norway,L,Norway,50,"MLOps, Kubernetes, Python, Computer Vision",PhD,0,Retail,01/04/2025,28/04/2025,1103,8.9,TechCorp Inc
AI00370,AI Research Scientist,61122,USD,EN,CT,Austria,L,Ireland,50,"Linux, Java, Data Visualization, Tableau",Associate,0,Manufacturing,31/03/2024,04/05/2024,2180,9.6,Autonomous Tech
AI00371,Machine Learning Engineer,53318,USD,MI,FT,Israel,S,Canada,0,"TensorFlow, Python, GCP, Java",Bachelor,3,Healthcare,06/07/2024,28/08/2024,2199,6.6,Cloud AI Solutions
AI00372,Data Engineer,182747,USD,EX,FT,Australia,S,China,100,"R, Hadoop, Data Visualization",Bachelor,15,Gaming,05/10/2024,13/12/2024,2290,7.2,Digital Transformation LLC
AI00373,Head of AI,138496,USD,SE,CT,Singapore,M,Ireland,100,"Git, Kubernetes, Hadoop, SQL, Docker",Associate,5,Telecommunications,25/10/2024,26/11/2024,1377,5.9,Digital Transformation LLC
AI00374,Machine Learning Engineer,79744,USD,SE,PT,Israel,S,Norway,0,"Mathematics, SQL, PyTorch, Java, MLOps",Associate,8,Media,07/08/2024,27/09/2024,2435,6.1,Cloud AI Solutions
AI00375,AI Consultant,133437,USD,EX,PT,Austria,S,Austria,50,"Hadoop, Docker, MLOps",Associate,13,Automotive,13/08/2024,04/10/2024,1342,7.8,Future Systems
AI00376,AI Architect,90174,USD,EN,FL,Denmark,S,Denmark,50,"PyTorch, Mathematics, Tableau",Bachelor,1,Technology,06/01/2025,30/01/2025,662,8.2,Machine Intelligence Group
AI00377,Data Scientist,87820,USD,SE,FT,Finland,S,Finland,0,"PyTorch, Scala, Computer Vision, Kubernetes",Associate,7,Transportation,09/04/2025,30/05/2025,1762,8.4,Machine Intelligence Group
AI00378,Robotics Engineer,66990,USD,MI,FL,Israel,S,Israel,0,"SQL, Scala, AWS, Java, Python",PhD,3,Education,16/05/2024,06/06/2024,1431,8.3,Future Systems
AI00379,Machine Learning Engineer,122069,EUR,SE,CT,France,S,China,100,"SQL, Linux, Docker",PhD,6,Consulting,04/04/2024,09/05/2024,1600,7,Quantum Computing Inc
AI00380,Computer Vision Engineer,56318,EUR,EN,FL,Netherlands,M,United Kingdom,0,"Statistics, Hadoop, Spark, GCP",Bachelor,1,Gaming,26/11/2024,03/02/2025,1619,6.2,DeepTech Ventures
AI00381,AI Product Manager,45830,EUR,EN,FT,France,S,France,50,"Python, Statistics, Computer Vision, Azure",Bachelor,1,Real Estate,26/12/2024,17/02/2025,2472,6.2,Autonomous Tech
AI00382,NLP Engineer,70207,USD,EN,PT,Singapore,S,Singapore,50,"Computer Vision, Spark, SQL, Scala",PhD,1,Healthcare,21/08/2024,10/10/2024,1142,8.8,Algorithmic Solutions
AI00383,AI Software Engineer,84101,USD,EN,CT,Switzerland,L,Switzerland,50,"Linux, Kubernetes, GCP",Associate,0,Telecommunications,03/03/2025,05/05/2025,1888,7.5,Quantum Computing Inc
AI00384,AI Product Manager,57591,USD,EN,CT,Singapore,M,Singapore,0,"PyTorch, SQL, TensorFlow, Kubernetes, Git",PhD,1,Gaming,17/05/2024,02/07/2024,1937,6.4,DataVision Ltd
AI00385,ML Ops Engineer,45158,USD,EN,CT,Israel,M,Israel,100,"AWS, Hadoop, Tableau, Java, Mathematics",PhD,1,Education,13/01/2024,28/01/2024,1988,9.2,Predictive Systems
AI00386,Head of AI,132585,USD,EX,FT,Finland,S,Finland,100,"R, Java, Spark",Master,12,Government,07/03/2025,01/04/2025,576,5.5,Cognitive Computing
AI00387,ML Ops Engineer,99055,EUR,MI,PT,Germany,M,Germany,0,"Scala, PyTorch, GCP, Linux, Mathematics",PhD,2,Finance,12/08/2024,01/10/2024,1031,5.8,Smart Analytics
AI00388,Head of AI,212847,USD,SE,FT,Switzerland,M,Switzerland,0,"Scala, Linux, Statistics, Git",Bachelor,9,Real Estate,20/05/2024,26/06/2024,1146,7.3,Algorithmic Solutions
AI00389,AI Architect,135102,USD,EX,PT,China,S,China,100,"AWS, Kubernetes, Tableau, Computer Vision, Statistics",Master,17,Finance,14/08/2024,05/09/2024,2160,9.1,Smart Analytics
AI00390,ML Ops Engineer,63685,USD,EN,FT,Australia,S,Australia,0,"Data Visualization, Python, TensorFlow",Associate,0,Technology,06/01/2025,14/03/2025,912,6.6,DataVision Ltd
AI00391,AI Consultant,122593,USD,SE,FL,South Korea,L,South Korea,100,"TensorFlow, NLP, Java, Deep Learning, Scala",Master,7,Telecommunications,21/05/2024,19/07/2024,832,6.4,Algorithmic Solutions
AI00392,AI Product Manager,107056,USD,MI,CT,Norway,M,Norway,50,"Data Visualization, Scala, Statistics",PhD,4,Finance,14/06/2024,09/07/2024,1715,9.9,TechCorp Inc
AI00393,Research Scientist,53318,USD,EN,PT,Japan,M,Japan,50,"Hadoop, GCP, Data Visualization",PhD,0,Consulting,21/01/2024,22/02/2024,2277,7.5,Autonomous Tech
AI00394,Data Scientist,90704,USD,EN,PT,Denmark,L,Denmark,50,"Data Visualization, Computer Vision, Tableau, GCP, Java",Bachelor,1,Healthcare,15/05/2024,17/07/2024,907,9.5,TechCorp Inc
AI00395,Principal Data Scientist,125671,USD,SE,PT,Norway,S,Norway,0,"Git, Spark, MLOps, NLP, Python",PhD,7,Healthcare,30/03/2024,17/05/2024,2126,6.2,Advanced Robotics
AI00396,Research Scientist,62031,USD,MI,FL,Ireland,S,United Kingdom,50,"MLOps, Linux, Computer Vision, Git",PhD,4,Healthcare,25/04/2025,28/06/2025,794,8.3,Cognitive Computing
AI00397,Data Engineer,171375,EUR,EX,PT,Netherlands,L,Netherlands,0,"SQL, GCP, PyTorch, TensorFlow, Python",Master,17,Automotive,11/02/2024,04/04/2024,2056,9.3,Algorithmic Solutions
AI00398,AI Software Engineer,69220,USD,MI,CT,Singapore,S,South Korea,100,"Hadoop, PyTorch, Scala, TensorFlow",Associate,2,Healthcare,08/01/2024,26/02/2024,571,10,Predictive Systems
AI00399,Research Scientist,80383,USD,EN,FT,Norway,S,Norway,0,"TensorFlow, Kubernetes, Computer Vision",Associate,0,Education,15/08/2024,13/09/2024,1760,7.5,AI Innovations
AI00400,Head of AI,175527,USD,SE,PT,Norway,S,Norway,100,"Tableau, Hadoop, Azure, Data Visualization",PhD,6,Media,01/05/2024,12/06/2024,1990,5.9,Advanced Robotics
AI00401,Autonomous Systems Engineer,141125,EUR,EX,FT,Netherlands,S,Netherlands,100,"Java, PyTorch, Linux, Deep Learning, Computer Vision",Bachelor,14,Education,17/06/2024,18/07/2024,1415,5.4,Neural Networks Co
AI00402,Research Scientist,305621,USD,EX,FL,Norway,M,Norway,100,"MLOps, Docker, Java, Azure, Statistics",Bachelor,19,Energy,06/07/2024,08/09/2024,550,6.6,Future Systems
AI00403,Robotics Engineer,187599,EUR,EX,CT,Germany,M,Germany,0,"R, SQL, PyTorch",PhD,11,Finance,11/02/2025,11/04/2025,2377,7.5,DataVision Ltd
AI00404,AI Consultant,33959,USD,EN,PT,South Korea,S,South Korea,0,"GCP, MLOps, Computer Vision, Data Visualization",Bachelor,1,Gaming,07/05/2024,28/06/2024,1088,9.1,TechCorp Inc
AI00405,AI Product Manager,229855,GBP,EX,FL,United Kingdom,L,Canada,0,"Hadoop, Tableau, Mathematics, SQL, AWS",PhD,16,Energy,22/04/2024,09/05/2024,979,5.1,Advanced Robotics
AI00406,Principal Data Scientist,85361,EUR,MI,PT,Germany,L,Germany,50,"Statistics, Mathematics, SQL, TensorFlow",PhD,2,Technology,21/04/2025,27/06/2025,1150,6,Machine Intelligence Group
AI00407,Computer Vision Engineer,80376,USD,SE,FL,South Korea,M,South Korea,50,"R, Tableau, Java",Associate,5,Automotive,21/06/2024,30/08/2024,1419,7.7,Cloud AI Solutions
AI00408,Principal Data Scientist,45147,USD,EN,CT,Japan,M,Japan,100,"Python, Computer Vision, Git",Associate,0,Gaming,13/02/2024,05/03/2024,1935,7.6,Neural Networks Co
AI00409,Computer Vision Engineer,46236,USD,MI,FL,Israel,S,Ireland,100,"PyTorch, Tableau, Scala, GCP",PhD,4,Retail,23/08/2024,18/09/2024,1762,6.9,Predictive Systems
